"","date","cpi","gcpi_annual","gcpi","is_bid","mean_bie","ss3","wi_nli","wi_bertgpt4","wi_dict"
"1","2011-01-01",221.187,0.0170078349150298,0.324304220037019,1.63,NA,0.342748134014473,0.433427780984155,2.13598962879276,0.187274969792114
"2","2011-02-01",221.898,0.0212489817333315,0.321447463006419,2.09,NA,0.413522421324014,0.513724780891032,2.23492525425525,0.209628869060995
"3","2011-03-01",223.046,0.0261924151035411,0.51735482068338,2.63,NA,0.190533302617259,0.528628796538929,2.27618398865806,0.218621157887085
"4","2011-04-01",224.093,0.0307723444478687,0.46940989750992,2.77,NA,0.425251228658453,0.561388698460743,2.34635380899909,0.253399442556483
"5","2011-05-01",224.806,0.034589718808965,0.318171473450768,2.01,NA,0.444167370491705,0.564721102079674,2.36084081551238,0.253538696377765
"6","2011-06-01",224.806,0.0350231815063604,0,1.75,NA,0.308480933978572,0.574584497850653,2.38367590947372,0.265234834073287
"7","2011-07-01",225.395,0.0357988097699962,0.262003683175704,1.456,NA,0.344952631070046,0.54133042130064,2.34586225914733,0.247053604360242
"8","2011-08-01",226.106,0.0375499603070808,0.315446216641879,1.209,NA,0.345451707058674,0.531869492655194,2.31615828445931,0.232122512907205
"9","2011-09-01",226.597,0.0381262169281869,0.217154785808438,1.374,NA,0.328848750077886,0.5175535437309,2.26513216877428,0.217865561660262
"10","2011-10-01",226.75,0.0352226813066405,0.0675207527019328,1.549,0.0192690957625272,0.217357571893226,0.443332908551181,2.18733144466004,0.133131302674358
"11","2011-11-01",227.169,0.0345143221458173,0.184785005512689,1.268,0.0201147490946976,0.221716073440766,0.426612773972284,2.16843927654093,0.13322006098019
"12","2011-12-01",227.223,0.0306206683841939,0.0237708490154809,1.38,0.0185916795131565,0.306989380757732,0.426013291537953,2.16397626653001,0.138301998815026
"13","2012-01-01",227.842,0.030087663379855,0.272419605409668,1.776,0.0182826584282831,-0.0163588576728216,0.364330029119037,2.10347464431127,0.128066614950482
"14","2012-02-01",228.329,0.0289817844234739,0.213744612494615,2.431,0.0187183770803318,0.0808765626513923,0.345920294401171,2.13584296915717,0.098852233307431
"15","2012-03-01",228.807,0.025828752813321,0.209347038702923,2.117,0.0197104590173459,-0.0211056159206783,0.337003049637848,2.1020701272457,0.096429607186316
"16","2012-04-01",229.187,0.0227316337413486,0.166078835000683,1.751,0.0205836531245755,0.0426803803818621,0.345132357624015,2.14885017523577,0.107673917286019
"17","2012-05-01",228.713,0.0173794293746607,-0.206818013238108,1.25,0.0182803492049263,0.286855026343692,0.296481130605306,2.02886378369014,0.078380764610916
"18","2012-06-01",228.524,0.0165387044829763,-0.0826363171310684,0.711,0.0169215325528957,0.0519749180579675,0.286182720639643,2.06330634253446,0.078250802324835
"19","2012-07-01",228.59,0.0141751147984648,0.0288809928060019,1.3,0.0170461473504451,0.0764699698711775,0.193751206839409,1.98188310609698,0.0394669626418579
"20","2012-08-01",229.918,0.0168593491548212,0.580952797585188,1.73,0.0185381434952015,0.0829001335124485,0.190064285760075,2.01980623142515,0.0538917449486595
"21","2012-09-01",231.015,0.0194971689828196,0.477126627754232,1.9,0.0172861636578291,-0.0278617965464946,0.189740943727644,2.01107456525284,0.0411361343936648
"22","2012-10-01",231.638,0.0215567805953694,0.269679458043859,1.7,0.0182715403684774,0.117173856510635,0.157175751020954,2.00709391735822,0.0806224367818582
"23","2012-11-01",231.249,0.0179601970339263,-0.167934449442664,1.351,0.0209078582234022,-0.0318033134681173,0.161451845528425,1.98475526552941,0.0545418635943857
"24","2012-12-01",231.221,0.0175950497968955,-0.0121081604677165,1.43,0.0186959548020418,0.094352276524296,0.17664714794455,2.01228521672131,0.0691399257018391
"25","2013-01-01",231.679,0.016840617620983,0.198078894218079,1.965,0.0181747685214233,0.0857326050494884,0.26974488864757,2.00567345760717,0.0767532608251155
"26","2013-02-01",232.937,0.0201814049025748,0.542992675210097,2.009,0.0194429304818784,0.150000178217961,0.311427116955806,2.04880242120184,0.0920029824924264
"27","2013-03-01",232.282,0.0151874724112462,-0.281191910258993,2.018,0.0191093280456824,0.101014545849648,0.303368635848099,2.02874740515736,0.0835299255927351
"28","2013-04-01",231.797,0.0113880804757687,-0.208797926658122,1.15,0.0208256622177206,0.0654463472029602,0.265274984026112,2.04198396350275,0.121834394731667
"29","2013-05-01",231.893,0.0139038882791971,0.0414155489501633,1.17,0.0197281985171926,0.0448513655266288,0.245033698978053,2.00635481144172,0.138762792978985
"30","2013-06-01",232.445,0.0171579352715687,0.238040820550856,1.32,0.0179035773951759,0.0240752941719257,0.26254093336813,2.01627248588484,0.139694863463101
"31","2013-07-01",232.9,0.0188547180541581,0.195745230054434,1.572,0.0184355545109466,0.0627316419544514,0.201380328433749,1.97353899588467,0.0714150472533627
"32","2013-08-01",233.456,0.0153880948860028,0.238729068269627,1.541,0.0199739647285131,0.0684941110370709,0.186051014858488,1.98254042278349,0.0891764705691219
"33","2013-09-01",233.544,0.010947341081748,0.0376944691933501,1.4,0.018794899822161,0.125216987888998,0.170029131801318,1.97998134394045,0.0872396719433295
"34","2013-10-01",233.669,0.00876799143491147,0.0535231048539142,1.385,0.0191285963163127,0.197558666835014,0.245653030879173,2.01934615853559,0.129455835132137
"35","2013-11-01",234.1,0.0123287019619545,0.184448942735238,1.366,0.0188717458518715,-0.101265401694764,0.226286174581745,1.98542231980593,0.11754515001785
"36","2013-12-01",234.719,0.0151283836675733,0.264416915847931,1.598,0.0190744893070289,-0.0934987370045565,0.223101573295575,1.97806904422913,0.116236548749244
"37","2014-01-01",235.288,0.0155775879557492,0.242417529045369,1.553,0.018908621220915,-0.00352705844075774,0.26683781228884,1.98949545081129,0.0649828246588733
"38","2014-02-01",235.547,0.0112047463477249,0.110077862024416,1.652,0.0197507052271435,0.019058884192879,0.349485028155849,2.07613497199486,0.0626824815384772
"39","2014-03-01",236.028,0.016126949139408,0.204205530106516,1.588,0.0178519488802872,-0.184444226081917,0.330991104673651,2.06590337794299,0.0606871238168921
"40","2014-04-01",236.468,0.0201512530360617,0.18641856050976,1.68,0.0187306267589386,0.066955290287442,0.345058523033885,2.12501025955555,0.107526553630593
"41","2014-05-01",236.918,0.0216694768707981,0.190300590354719,1.838,0.0192394378975117,0.0213643320190021,0.267992810051135,2.06878419163892,0.125715839651966
"42","2014-06-01",237.231,0.0205898169459442,0.132113220607977,2.118,0.0199985390276087,0.07025521468408,0.301901079206198,2.07545280779924,0.137198098387865
"43","2014-07-01",237.498,0.019742378703306,0.112548528649281,1.78,0.019,0.0186546310165432,0.292556697349146,2.05198653697914,0.125454838984133
"44","2014-08-01",237.46,0.0171509834829691,-0.0160001347379701,1.57,0.0202060126245606,0.0948848099847489,0.302499159891318,2.07605637911593,0.139980885140567
"45","2014-09-01",237.477,0.0168405097112321,0.00715910048008084,1.287,0.0205763963186225,0.13281298247507,0.305753756184641,2.09090278171839,0.139121825225217
"46","2014-10-01",237.43,0.0160954170215133,-0.0197913903241198,1.06,0.0192973862495173,0.0286982745420391,0.149174740139291,1.96020566433461,-0.0361737154328216
"47","2014-11-01",236.983,0.012315249893208,-0.188266015246596,0.887,0.0196621781010893,-0.105213756079538,0.10348442340399,1.90305302198119,-0.0915002803992446
"48","2014-12-01",236.252,0.00653121391962319,-0.308460944455924,-0.13,0.0186354136592937,-0.0439505545542488,0.101681847138631,1.91005517398271,-0.0997382446066674
"49","2015-01-01",234.747,-0.00229930978205428,-0.637031644176556,0.11,0.01700575725166,-0.167532870110808,-0.0841967145874985,1.70213095780034,-0.205930290400206
"50","2015-02-01",235.342,-0.000870314629352054,0.253464368021739,1.088,0.0168977670533944,-0.0347351387382514,-0.0576138356402653,1.7528395105052,-0.182089357976575
"51","2015-03-01",235.976,-0.000220312844238735,0.269395178081244,1.148,0.0171471043827151,-0.0642555874546815,-0.0584027277890841,1.74863414384478,-0.174498157556589
"52","2015-04-01",236.222,-0.00104030989393911,0.104247889615894,1.69,0.0174939116011976,-0.147830378145663,-0.0247921163033858,1.81466667125299,-0.123183039365763
"53","2015-05-01",237.001,0.000350332182442958,0.329774534124683,1.434,0.0191989142256908,-0.0980307247273595,-0.0681257067181193,1.78159518173064,-0.0941840349895311
"54","2015-06-01",237.657,0.00179571809755052,0.276792081046073,1.35,0.0188680061749037,0.0450585618542392,-0.0697531184812976,1.7493731936238,-0.0932741585684113
"55","2015-07-01",238.034,0.00225686111040946,0.158631978018731,0.837,0.0198148971340575,-0.0486525609646924,-0.0846441991275572,1.73845570232587,-0.076927468579035
"56","2015-08-01",238.033,0.00241303798534487,-0.000420108051790713,0.3,0.0181602454155064,-0.123974504298676,-0.061030604433166,1.74307290458926,-0.110401546733962
"57","2015-09-01",237.498,8.84296163417009e-05,-0.224758751937759,0.357,0.0173075397363541,-0.0993790539114707,-0.0607112983180299,1.75688466247081,-0.11570099673745
"58","2015-10-01",237.733,0.00127616560670507,0.098948201669069,0.83,0.0175091972476696,-0.177676336527002,-0.0363834308535454,1.76686180820455,-0.0845200547354643
"59","2015-11-01",238.017,0.00436318216918519,0.119461749105088,0.95,0.0182046155459287,-0.106030594844124,-0.0565377825744409,1.75689549877937,-0.0864274349378031
"60","2015-12-01",237.761,0.00638724751536479,-0.107555342685606,0.95,0.018996200405714,-0.0737584514597256,-0.0490151279903514,1.78224898705912,-0.0875387995711528
"61","2016-01-01",237.652,0.0123750250269439,-0.0458443563073896,0.894,0.0180494100499669,-0.122525287080716,-0.108392547201734,1.70920262294345,-0.195392471474648
"62","2016-02-01",237.336,0.00847277579012662,-0.13296753235823,1.084,0.0179883413722466,-0.163605280577758,-0.0949010060787747,1.71636279901517,-0.161337228308515
